uid,title,url,image,contenttype,serie,year,normalized,characters,firstparagraph,allpixels,paperpixels,paintedpixels,description,country,duration,seconds,mp3,interviews
a-061,La fuente de la juventud,https://unciencia.unc.edu.ar/podcasts/la-fuente-de-la-juventud/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/10/NM-Monserrat-fuente-1024x277.jpg,Producción audiovisual,Podcast | Bell: viajera del tiempo,2020,0.057688,,,,,,Museo del Colegio Nacional de Monserrat | Bell vuelve un año atrás en el tiempo para compartir con los chicos del Monse “el ritual de la fuente”&#x2c; una de las tradiciones de este museo vivo donde estudian cientos de chicos y chicas.,,00:04:14,254,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/10/unciencia-viajera-en-el-tiempo-monserrat.mp3,
a-062,Los sonidos del Pleistoceno,https://unciencia.unc.edu.ar/podcasts/los-sonidos-del-pleistoceno/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/10/NM-Paleontol%C3%B3gico-01-1920x400-c-default.jpg,Producción audiovisual,Podcast | Bell: viajera del tiempo,2020,0.079264,,,,,,Museo de Paleontología | Bell viaja millones de años atrás para conocer a los gliptodontes y megaterios en su ambiente original. Amanece en una cueva y debe enfrentar varios peligros.,,00:05:49,349,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/10/unciencia-viajera-en-el-tiempo-paleontologia.mp3,
a-063,La tesis de Margarita,https://unciencia.unc.edu.ar/podcasts/la-tesis-de-margarita/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/10/NM-Cs-Salud-portada-01-1024x277.jpg,Producción audiovisual,Podcast | Bell: viajera del tiempo,2020,0.069498,,,,,,Museo de Ciencias de la Salud | Bell viaja a 1908 a conocer a la primera mujer que se recibe de “doctor cirujano” en la UNC. Se llama Margarita Zatzkin y Bell la encuentra en el momento en que escribe a mano su trabajo de tesis sobre papel romaní.,,00:05:06,306,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/10/unciencia-viajera-en-el-tiempo-ciencias-de-la-salud.mp3,
a-064,La mujer invisible,https://unciencia.unc.edu.ar/podcasts/la-mujer-invisible/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/10/NM-Odontolog%C3%ADa-01-1920x400-c-default.jpg,Producción audiovisual,Podcast | Bell: viajera del tiempo,2020,0.059278,,,,,,Museo Histórico de la Facultad de Odontología | Prosperina Paraván&#x2c; estudiante de Odontología&#x2c; fue una de las figuras claves de la Reforma Universitaria de 1918. ¿Por qué no sale en las fotos? Bell viaja al momento en que Prosperina recibe su título para conocerla.,,00:04:21,261,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/10/unciencia-viajera-en-el-tiempo-odontologia.mp3,
a-065,Migrantes: construir comunidad en la diversidad,https://unciencia.unc.edu.ar/podcasts/migrantes-construir-comunidad-en-la-diversidad/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/10/20-10-05-Inmigrantes-faja-03-1024x277.jpg,Producción audiovisual,Podcast,2020,0.118556,,,,,,"Con el objetivo de  visibilizar el carácter multicultural de la sociedad cordobesa y construir junto a migrantes&#x2c; sus hijos, hijas, nietos y nietas una ciudad basada en el respeto y la diversidad, la Secretaría de Extensión creó la Mesa Permanente de Colectividades. Este espacio está conformado por 23 grupos de inmigrantes y descendientes radicados en la ciudad de Córdoba.",,00:08:42,522,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/10/unciencia-podcast-colectividades-inmigrantes.mp3,"Dialogamos con Julio El Sukaria [Sociedad de Socorros Mutuos y Ayuda Social Árabe Musulmana]&#x2c; Marta Guerreiro [Centro Islámico de la Provincia de Córdoba], Marcelo Castaño [Presidente de la Federación Italiana en Córdoba], Claudio Da Silva [Consulado de Brasil en Córdoba] y Marcos Duarte [Secretaría de Extensión Universitaria de la UNC]"
a-066,Pueblos que luchan por recuperar el territorio ancestral,https://unciencia.unc.edu.ar/podcasts/pueblos-que-luchan-por-recuperar-el-territorio-ancestral/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/09/20-09-28-reclamo-tierras-pueblos-originarios-faja-1024x277.jpg,Producción audiovisual,Podcast,2020,0.305019,,,,,,"Desde la Conquista y la Colonia&#x2c; los pueblos americanos han sufrido todas las vejaciones posibles, además de haber sido despojados de sus propias tierras. Con la formación de los estados nacionales, esta situación no mejoró y en algunos casos fue peor. La comunidades originarias hoy resisten, luchan y exigen la devolución de sus territorios para poder desde allí volver a ser.",,00:22:23,1343,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/09/unciencia-podcast-pueblos-originarios.mp3,Dialogamos con Pablo Reyna [Profesor y Licenciado en Historia. Comunidad Comechingona Henen Camiare Timoteo Reyna] y Virginia Lincan [Mapuche. Licenciada en Antropología. Profesora del Instituto de Culturas Aborígenes]
a-067,Cuidando al personal de la salud,https://unciencia.unc.edu.ar/podcasts/cuidando-al-personal-de-la-salud/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/09/20-09-21-Cuidando-a-quienes-cuidan-02-faja-1024x277.jpg,Producción audiovisual,Podcast | Pandemia,2020,0.128094,,,,,,"La Sociedad Argentina de Terapia Intensiva emitió un comunicado donde advierte que el personal de salud está colapsado y solicitaba a la sociedad practicar las medidas de cuidado para ayudar a controlar la grave situación sanitaria que atraviesa el país. Los trabajadores de la salud están agotados y necesitan contención. Pensando en esto&#x2c; la Facultad de Psicología habilitó el servicio «Cuidando a quienes cuidan», un dispositivo gratuito, virtual y confidencial que tiene como objetivo promover la salud y el bienestar emocional de quienes se desempeñan en las áreas de salud.",,00:09:24,564,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/09/unciencia-podcast-salud.mp3,Dialogamos con Marcela Salvetti y Lorena Chávez&#x2c; integrantes del servicio «Cuidando a quienes cuidan»
a-068,"Egresados de la UNC, protagonistas del desarrollo de SAOCOM",https://unciencia.unc.edu.ar/podcasts/egresados-de-la-unc-protagonistas-del-desarrollo-de-saocom/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/09/Lanzamiento-del-SAOCOM-1024x277.jpg,Producción audiovisual,Podcast,2020,0.159891,,,,,,"El 30 de agosto&#x2c; Argentina lanzó el satélite SAOCOM 1B desde Cabo Cañaveral&#x2c; EE.UU. Por primera vez en su historia el país tiene dos satélites de observación en órbita. Con altos y bajos en el apoyo estatal a la actividad aeroespacial, Argentina anota un logro científico de primer nivel. Entre las miles de personas que colaboraron para que SAOCOM sea posible&#x2c; se cuentan egresados de la UNC, que trabajan en la Comisión Nacional de Actividades Espaciales (Conae), una de las entidades protagonista de este hito.",,00:11:44,704,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/09/unciencia-podcast-egresados-unc-saocom.mp3,"Dialogamos con Estefania D’Elia&#x2c; Laura Moreschi, Sergio Figuero, Hugo Títolo y Patricia Herrera"
a-069,¿Quiénes conforman la oligarquía argentina?,https://unciencia.unc.edu.ar/podcasts/quienes-conforman-la-oligarquia-argentina/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/09/Oligarquias-en-Argentina-Conquista-del-Desierto-1024x277.jpg,Producción audiovisual,Podcast,2020,0.245742,,,,,,"En Argentina se viene el debate sobre el impuesto a las grandes fortunas&#x2c; que algunos llaman el impuesto a la oligarquía. Desde finales del siglo XIX&#x2c; oligarquía es un concepto presente en las conversaciones y que tiene varios significados: élite gobernante, forma de gobierno, proceso histórico, clase social. Pero ¿estamos seguros de qué hablamos cuando nos referimos a la oligarquía? ¿Qué es? ¿Quiénes la integran? ¿Son influyentes hoy o pertenecen a una etapa del pasado argentino?",,00:18:02,1082,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/09/unciencia-podcast-oligarquia.mp3,Dialogamos con Javier Moyano - Doctor en Historia por el Colegio de México y Profesor adjunto en la UNC en las cátedras de Historia de América e Historia Social y Política Latinoamericana en las carreras de Sociología y Ciencias Políticas
a-070,Los incendios de Córdoba: una catástrofe que hay que frenar,https://unciencia.unc.edu.ar/podcasts/los-incendios-de-cordoba-una-catastrofe-que-hay-que-frenar/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/08/Incendios-forestales-fajas-2-1024x277.jpg,Producción audiovisual,Podcast,2020,0.092891,,,,,,Cada año en la provincia se producen los mismos incendios devastadores. Este año&#x2c; diferentes voces se alzaron denunciando que estos episodios siguen un patrón: se quema reiteradamente para luego urbanizar o como mala práctica agropecuaria. La pregunta que todos se hacen es por qué el Gobierno no logra prevenir estos hechos.,,00:06:49,409,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/08/unciencia-podcast-incendios-cordoba.mp3,"Dialogamos con Fernando Barri, Dr. en Ciencias Biológicas&#x2c; docente de la UNC e investigador en el Instituto de Diversidad y Ecología Animal (Idea – UNC/Conicet)"
a-071,Pobladores de la Patagonia:  logran reconstruir seis mil años de historia a partir de estudios genéticos de huesos,https://unciencia.unc.edu.ar/podcasts/pobladores-de-la-patagonia-de-huesos-logran-reconstruir-seis-mil-anos-de-historiaa-partir-de-estudios-geneticos/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/08/2020-08-24-UNCiencia_decodificacion-genoma-pueblos-originarios-patagonia-1024x277.jpg,Producción audiovisual,Podcast,2020,0.161935,,,,,,"Un equipo internacional de investigadores liderado por Rodrigo Nores&#x2c; del Instituto de Antropología de Córdoba (Idacor – UNC/Conicet), logró secuenciar genoma nuclear de esqueletos antiguos de la Patagonia, en uno de los primeros trabajos genómicos a escala regional de ese lugar. Pudieron obtener información sobre los cambios tecnológicos en las poblaciones&#x2c; en una línea temporal que abarca los últimos 6600 años. Sus hallazgos son importantes en la historia evolutiva de nuestra especie&#x2c; ya que el extremo austral de Patagonia es el último espacio continental ocupado por el hombre moderno.",,00:11:53,713,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/08/unciencia-podcast-bioantropologia-patagonia.mp3,"Dialogamos con Rodrigo Nores [Facultad de Filosofía y Humanidades (UNC), Departamento de Antropología – Idacor (UNC/Conicet)] &#x2c; Pierre Luisi [Facultad de Filosofìa y Humanidades (UNC), Departamento de Antropología] y Josefina Motti [Conicet-NEIPHPA, Facultad de Ciencias Sociales, Universidad Nacional del Centro de la Provincia de Buenos Aires]"
a-072,La pandemia de la soledad,https://unciencia.unc.edu.ar/podcasts/la-pandemia-de-la-soledad/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/08/2020-08-18-adultos-mayores-y-cuarentena-faja-01-1024x277.jpg,Producción audiovisual,Podcast | Pandemia,2020,0.192369,,,,,,"Para los adultos mayores&#x2c; ser considerados como grupo de riesgo durante la pandemia tuvo un gran impacto: debieron adaptar sus rutinas, limitar sus contactos, dejar trabajos y ocupaciones y, en muchos casos, someterse al aislamiento. ¿Qué magnitud tuvieron estos cambios en sus vidas y qué estrategias desarrollaron para sobrellevar este tiempo?",,00:14:07,847,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/08/unciencia-podcast-personas-mayores.mp3,Dialogamos con Patricia Chaves [Magíster en Gerontología y profesora de la Facultad de Ciencias Sociales de la UNC. Entrevistada] y Héctor David Martínez [Director de la Carrera de Especialista en Geriatría&#x2c; Facultad de Ciencias Médicas – UNC. Asesoramiento]
a-073,San Martín: héroe para armar,https://unciencia.unc.edu.ar/podcasts/san-martin-heroe-para-armar/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/08/2020-08-10-La-figura-de-San-Martin-faja-03-1024x277.jpg,Producción audiovisual,Podcast,2020,0.257552,,,,,,"El 17 de agosto se cumplen 170 años de la muerte de José de San Martín&#x2c; considerado el Padre de la Patria. La conmemoración habilita preguntas sobre cuándo, cómo y por qué se considera a un personaje histórico como héroe nacional. La historia de los pueblos está atravesada por conflictos&#x2c; disputas, e intereses encontrados. Es a partir de allí cómo se hace presente la mirada sobre el pasado.",,00:18:54,1134,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/08/unciencia-podcast-san-martin.mp3,"Dialogamos con Marta Philp, profesora&#x2c; licenciada y doctora en Historia (UNC)"
a-074,Agroecología en Córdoba: ¿Cómo producen quienes eligen ser sustentables?,https://unciencia.unc.edu.ar/podcasts/agroecologia-en-cordoba-como-producen-quienes-eligen-ser-sustentables/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/07/2020-08-03-producci%C3%B3n-agroecol%C3%B3gica-faja-1920x400-c-default.jpg,Producción audiovisual,Podcast,2020,0.113786,,,,,,"La agroecología implica producir alimentos sin agroquímicos y generar un cambio en la forma de vincularnos con la tierra. Recuperar un campo diverso&#x2c; poblado y que produzca, además de alimentos, un sistema de relaciones sociales y ecológicas más saludables. Docentes e investigadores de la Facultad de Ciencias Agropecuarias acompañan a productores en la transición hacia este modelo.",,00:08:21,501,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/07/unciencia-podcast-agroecologia.mp3,Dialogamos con Guillermo Ferrer [Profesor de la Facultad de Ciencias Agropecuarias (UNC)]&#x2c; Rubén Costarelli [Productor de plantines agroecológicos] y Mario Ávila [Productor hortícola agroecológico]
a-075,Qué sienten niños y niñas en tiempos de distanciamiento social,https://unciencia.unc.edu.ar/podcasts/que-sienten-ninos-y-ninas-en-tiempos-de-distanciamiento-social/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/07/2020-07-27-UNCiencia_podcast_ni%C3%B1es_en_pandemia-faja-1920x400-c-default.jpg,Producción audiovisual,Podcast | Pandemia,2020,0.128322,,,,,,"La cuarentena produjo un quiebre de la vida cotidiana para el que nadie estaba preparado. Para niños&#x2c; niñas y adolescentes, esto significó un cambio en las rutinas de la vida diaria y dio paso a emociones desbordantes:  pesadillas, miedo a sufrir pérdidas, ansiedad, malhumor y fastidio.",,00:09:25,565,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/07/unciencia-podcast-emociones-en-cuarentena.mp3,Dialogamos con Graciela Britos - Psicóloga&#x2c; magíster en salud materno-infantil
a-076,Dos jóvenes de la UNC dialogaron con Premios Nobel mundiales,https://unciencia.unc.edu.ar/podcasts/dos-jovenes-de-la-unc-dialogaron-con-premios-nobel-mundiales/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/07/unc-pabellon-argentina-1024x213.jpg,Producción audiovisual,Podcast,2020,0.154894,,,,,,"Todos los años&#x2c; en la ciudad de Lindau, Alemania, se realiza un encuentro que reúne a científicos ganadores del premio Nobel de distintas disciplinas, junto a jóvenes estudiantes de todo el mundo. Este año&#x2c; debido a la pandemia del COVID-19, el encuentro se realizó de manera virtual. Unos 70 premios nobeles participaron de mesas y charlas junto a 650 jóvenes científicos y estudiantes, rigurosamente seleccionados por sus méritos académicos. Entre estos prometedores jóvenes, se encontraban dos representantes de la Universidad Nacional de Córdoba.",,00:11:22,682,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/07/unciencia-podcast-estudiantes-unc-con-premios-nobel.mp3,"Dialogamos con María Clara Miserendino [Estudiante del tercer año de la Licenciatura en Biotecnología – Facultad de Ciencias Químicas, UNC] y Benjamín Castiglione [Egresado de la Licenciatura en Economía&#x2c; Facultad de Ciencias Económicas, UNC]"
a-077,El comercio exterior argentino y el caso Vicentín,https://unciencia.unc.edu.ar/podcasts/el-comercio-exterior-argentino-y-el-caso-vicentin/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/07/2020-07-06-sector-agroexportador-faja-1024x277.jpg,Producción audiovisual,Podcast,2020,0.151488,,,,,,"En Argentina&#x2c; el sector agroexportador está fuertemente concentrado y extranjerizado. De hecho, cinco empresas detentan casi el 90% del total de las exportaciones. Estos sectores arbitran el precio del dólar, de las commodities y el precio del producto en la góndola.",,00:11:07,667,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/07/unciencia-podcast-comercio-exterior-argentina.mp3,Dialogamos con José María Rinaldi&#x2c; licenciado en economía y profesor de la UNC
a-078,Masculinidades que derriban mandatos,https://unciencia.unc.edu.ar/podcasts/masculinidades-que-derriban-mandatos/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/Repensando-los-roles-de-la-vida-cotidiana-faja-1024x277.jpg,Producción audiovisual,Podcast,2020,0.157166,,,,,,"La cuarentena funciona como un experimento donde se ponen a prueba nuestros vínculos más cercanos. En muchos casos&#x2c; el aislamiento social propició una experiencia de rol parental más igualitario y permitió a muchos varones pensar con una nueva perspectiva el ejercicio de la  masculinidad,  transformando posiciones y comportamientos. La UNC abrió&#x2c; recientemente un Espacio de Masculinidades.",,00:11:32,692,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/unciencia_podcast_nuevas_masculinidades.mp3,Dialogamos con Analía Barrionuevo&#x2c; responsable de la Unidad Central de Políticas de Género de la UNC
a-079,"Bioinformática, datos y COVID-19 en Argentina",https://unciencia.unc.edu.ar/podcasts/bioinformatica-datos-y-covid-19-en-argentina/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/analisis-cientifico-de-datos-faja-1024x277.jpg,Producción audiovisual,Podcast | Pandemia,2020,0.158528,,,,,,"El análisis de datos se convirtió en una herramienta central para estudiar la evolución de la pandemia de COVID-19. La estadística rigurosa y manejada con criterios científicos permite valorar las acciones de política sanitaria implementadas y simular futuros escenarios. Esto la convierte en un campo estratégico&#x2c; ya que arroja precisión allí donde predominan la incertidumbre, la improvisación y las opinión encontradas.",,00:11:38,698,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/unciencia-podcast-bioinformatica-y-covid19.mp3,Dialogamos con Rodrigo Quiroga&#x2c; docente de la Facultad de Ciencias Químicas de la UNC e investigador del Conicet. Es una fuente de referencia para muchos medios de comunicación por su trabajo de divulgación a través de las redes sociales
a-080,Racismo y violencia institucional en Córdoba,https://unciencia.unc.edu.ar/podcasts/racismo-y-violencia-institucional-en-cordoba/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/UNCiencia_podcast_discriminacion-en-cordoba-faja-1024x277.jpg,Producción audiovisual,Podcast,2020,0.206677,,,,,,"La muerte de un afroamericano en Estados Unidos desató protestas en todo el mundo. Las manifestaciones dieron voz a personas indignadas por la forma en que las fuerzas policiales tratan a los grupos minoritarios. En Córdoba&#x2c; también hay personas que sufren cotidianamente diversos grados de violencia institucional, y el racismo incide en la continuidad de esas prácticas.",,00:15:10,910,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/unciencia_podcast_racismo_y_violencia_institucional.mp3,"Dialogamos con Lucas Crisafulli [Abogado y docente de la UNC, especialista en Seguridad y Derechos Humanos]&#x2c; Natalia Bermúdez [Directora del Núcleo de Antropología de la Muerte, Violencia y Política de la UNC], Gabriela Sanso y Romina Ludueña [Madre y tía de Rodrigo, una de las tantas víctimas de gatillo fácil en Córdoba]"
a-081,Dengue: una enfermedad que crece sin ser noticia,https://unciencia.unc.edu.ar/podcasts/dengue-una-enfermedad-que-crece-sin-ser-noticia/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/UNCiencia_podcast_Dengue-1024x277.jpg,Producción audiovisual,Podcast,2020,0.167159,,,,,,"El dengue es la enfermedad viral humana más importante transmitida por mosquitos a nivel mundial. Estimaciones recientes calculan que anualmente casi 400 millones de personas resultan infectadas en todo el planeta.   Con más de 41 mil casos en lo que va de 2020&#x2c; Argentina alcanzó una cifra récord, y cada año parece que el problema empeora. ¿Por qué?",,00:12:16,736,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/unciencia-podcast-dengue.mp3,Dialogamos con Raquel Gleiser - Doctora en biología. Miembro de «Grupos de Investigación sobre Mosquitos en Argentina»
a-082,Logros de la ciencia nacional: ¿talento individual o decisiones políticas?,https://unciencia.unc.edu.ar/podcasts/logros-de-la-ciencia-nacional-talento-individual-o-decisiones-politicas/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/UNCiencia_podcast_ciencia-en-latinoamerica-faja-1024x277.jpg,Producción audiovisual,Podcast,2020,0.236203,,,,,,"En algunos períodos de la historia argentina&#x2c; la ciencia y la tecnología fueron parte de un proyecto de país y eso tuvo resultados diferenciales en la calidad de vida de los argentinos. Actualmente, cuando el sistema científico nacional trabaja sin descanso aportando soluciones en medio de la pandemia, UNCiencia podcast reflexiona sobre qué ciencia necesita Argentina.",,00:17:20,1040,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/unciencia_podcast_logros_ciencia_nacional.mp3,"Dialogamos con Diego Hurtado - Físico y especialista en ""Historia de la ciencia y la tecnología argentina"". Fue Secretario de Planeamiento y Políticas en Ciencia, Tecnología e Innovación de la Nación (2019-2023)"
a-083,COVID-19 y desigualdad social,https://unciencia.unc.edu.ar/podcasts/covid-19-y-desigualdad-social/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/UNCiencia-podcast-Cuarentena-en-los-barrios-populares-01-1024x277.jpg,Producción audiovisual,Podcast | Pandemia,2020,0.145355,,,,,,"La pandemia de COVID-19 y la cuarentena impactan de manera desigual en la sociedad&#x2c; y generan una situación de mayor precariedad en los sectores más desfavorecidos. Cómo viven esta situación los habitantes de los barrios cordobeses más pobres&#x2c; qué impacto real tienen las políticas aplicadas y cómo hacer de la «nueva normalidad», una vida más equitativa para todos y todas.",,00:10:40,640,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/06/unciencia_podcast_desigualdad_y_pandemia.mp3,"Dialogamos con Jaschelle Burijovich [Docente-investigadora de la Facultad de Cienicas Sociales, UNC]&#x2c; Silvia Quevedo [Coordinadora en la provincia de Córdoba de la organización Barrios de Pie] y Pablo Montes [Miembro de la organización Unión de Trabajadores y Trabajadoras de la Economía Popular]"
a-084,La pandemia trae nuevas formas de ver y producir cine,https://unciencia.unc.edu.ar/podcasts/la-pandemia-trae-nuevas-formas-de-ver-y-producir-cine/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/Proyecciones-sobre-la-producci%C3%B3n-audiovisual-1920x400-c-default.jpg,Producción audiovisual,Podcast | Pandemia,2020,0.300704,,,,,,"La cuarentena puede ser insuperable para la industria cinematográfica nacional&#x2c; que ya viene golpeada desde los últimos años. Sin embargo, los cineastas locales intentan buscar alternativas y generar nuevas oportunidades. ¿Cambiarán los hábitos y las formas de producción, de realización, de distribución y proyección? Por lo pronto&#x2c; el INCAA estableció como norma –durante la cuarentena– estrenar sus films dentro de su aplicación cine.ar",,00:22:04,1324,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/unciencia-podcasts-cine-durante-la-cuarentena.mp3,"Dialogamos con Rosendo Ruiz [Director y productor de cine&#x2c; egresado de la UNC. Director de De caravana (2010), Tres D (2014), Maturitá (2016) y Casa propia (2018), entre otras] y Cristina Tamagnini [Directora y productora de cine, egresada de la UNC. Directora de El Maestro, su opera prima recientemente estrenada cine.ar]"
a-085,Museos: cómo conectar en la pandemia,https://unciencia.unc.edu.ar/podcasts/museos-como-conectar-en-la-pandemia/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/2020-05-18-podcast-Museos-faja02-1024x277.jpg,Producción audiovisual,Podcast | Pandemia,2020,0.165569,,,,,,"En el día Internacional de los Museos&#x2c; la UNC sale al encuentro de sus públicos con diferentes propuestas para seguir conectados, pero ¿cómo generar encuentro en la virtualidad? En esta pandemia nos hemos acostumbrado a tener experiencias virtuales. Pero ¿qué pasa con los lugares donde la visita es lo central? ¿Qué pasa con los museos y sus experiencias?",,00:12:09,729,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/unciencia_podcast_museos.mp3,Dialogamos con Celina Hafford [museóloga] y Jimena Nores [responsable muestra virtual Terruños]
a-086,Pandemias en la historia argentina: aprendizajes para afrontar la COVID-19,https://unciencia.unc.edu.ar/podcasts/pandemias-en-la-historia-argentina-aprendizajes-para-afrontar-el-covid19/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/podcast_20200511-1-1024x277.jpg,Producción audiovisual,Podcast | Pandemia,2020,0.13082,,,,,,"La pandemia de coronavirus es la primera del siglo XXI a escala global&#x2c; pero no es la única –y probablemente no será la última– de la historia de la humanidad. En nuestro país se han registrado otras enfermedades que mantuvieron en vilo al sistema de salud, y pusieron en evidencia cómo las desigualdades sociales impactan en la posibilidad de sobrevivir.",,00:09:36,576,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/unciencia_podcast_historia_de_las_pandemias.mp3,"Dialogamos con Adrián Carbonetti - Especialista en estudios sociales de las enfermedades&#x2c; investigador del Centro de Investigaciones y Estudios sobre Cultura y Sociedad, de la UNC y Conicet"
a-087,Aventuras y desventuras del trabajo en el hogar,https://unciencia.unc.edu.ar/podcasts/aventuras-y-desventuras-del-trabajo-en-el-hogar/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/podcast_20200504-1024x277.jpg,Producción audiovisual,Podcast | Pandemia,2020,0.178969,,,,,,La pandemia ha impuesto el trabajo en el hogar para las tareas que lo permiten. Pero esta migración no fue planificada&#x2c; sino la respuesta a una emergencia. ¿Cómo lo manejan los trabajadores? ¿Es posible mantener este modelo?,,00:13:08,788,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/05/unciencia-podcast-trabajo-en-casa.mp3,"Dialogamos con Vanesa Guajardo Molina [Especialista en trabajo y educación en entornos virtuales de la Facultad de Ciencias Económicas, UNC.] y trabajadores docentes&#x2c; investigadores y nodocentes de la UNC"
a-088,Educación en cuarentena,https://unciencia.unc.edu.ar/podcasts/educacion-en-cuarentena-2/,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/04/01-Educacion-en-cuarentena-faja-1024x277.jpg,Producción audiovisual,Podcast | Pandemia,2020,0.152623,,,,,,"La pandemia ha trastocado todo lo conocido. Según el último reporte de la Unesco&#x2c; 190 países suspendieron en forma total o parcial las clases. Esto afectó a 1.500 millones de alumnos, que representan el 90% de la población estudiantil actual. Dentro de este fenómeno sin precedentes&#x2c; la respuesta fue una forzada migración inmediata a lo digital, pero la sociedad no estaba preparada para eso.",,00:11:12,672,https://unciencia.unc.edu.ar/wp-content/blogs.dir/31/files/sites/4/2020/04/Educacion-29_04.mp3,Dialogamos con Andrea Pisarello [Profesora en Ciencias de la Educación. Docente del nivel medio y profesora coordinadora del Anexo Yapeyú del CENMA Coronel Olmedo] y Alejandro Rivas [Profesor de Historia&#x2c; docente y director del CENMA 168]
